date,energy,time_hours,time_period,moth
2014-02-21,0.498,12,PM,February
2014-04-09,0.157,9,PM,April
2014-05-26,0.204,9,AM,May
2014-11-20,0.08,4,AM,November
2014-07-09,3.058,6,PM,July
2014-12-26,0.191,4,AM,December
2014-10-29,0.142,3,AM,October
2014-08-13,0.85,9,PM,August
2014-02-13,0.36,12,AM,February
2014-02-03,0.828,9,PM,February
2014-01-30,0.552,9,AM,January
2014-08-03,0.698,12,PM,August
2014-04-23,0.132,4,PM,April
2014-03-14,0.32,2,PM,March
2014-01-17,1.494,7,AM,January
2014-09-28,0.242,5,AM,September
2014-08-09,1.145,4,PM,August
2014-04-14,0.102,2,PM,April
2014-09-05,0.136,1,AM,September
2014-11-09,0.308,9,PM,November
2014-05-29,0.298,10,AM,May
2014-10-01,1.026,7,PM,October
2014-03-08,0.734,5,PM,March
2014-09-17,0.214,9,AM,September
2014-02-17,0.542,8,AM,February
2014-05-11,0.518,9,PM,May
2014-05-21,1.598,7,PM,May
2014-04-18,0.103,1,PM,April
2014-04-09,0.114,10,AM,April
2014-03-19,1.357,8,PM,March
2014-08-21,0.605,9,PM,August
2014-07-15,0.941,1,PM,July
2014-04-16,0.324,6,AM,April
2014-01-26,1.116,9,PM,January
2014-06-16,2.592,8,PM,June
2014-06-29,1.123,12,PM,June
2014-10-11,0.164,1,AM,October
2014-05-27,0.342,1,PM,May
2014-04-12,0.572,8,PM,April
2014-06-19,0.421,3,AM,June
2014-01-02,0.9,10,PM,January
2014-03-02,0.476,10,PM,March
2014-10-21,0.486,7,AM,October
2014-08-28,2.419,7,PM,August
2014-04-11,0.132,4,PM,April
2014-10-07,0.345,11,AM,October
2014-03-05,0.144,1,AM,March
2014-07-24,2.482,5,AM,July
2014-07-09,1.018,10,AM,July
2014-03-23,0.816,7,AM,March
2014-09-11,0.158,2,AM,September
2014-07-02,0.418,3,AM,July
2014-08-22,0.233,1,AM,August
2014-12-04,0.616,12,PM,December
2014-07-08,3.662,6,PM,July
2014-11-07,0.166,10,AM,November
2014-11-04,0.356,7,AM,November
2014-05-14,1.012,5,AM,May
2014-07-18,3.461,6,PM,July
2014-03-08,0.336,10,PM,March
2014-04-28,0.108,4,PM,April
2014-05-25,0.446,12,PM,May
2014-10-22,1.008,6,PM,October
2014-06-01,1.035,11,PM,June
2014-02-18,0.494,4,PM,February
2014-07-18,1.63,10,PM,July
2014-04-04,0.179,11,AM,April
2014-09-30,0.302,1,PM,September
2014-12-13,1.04,3,PM,December
2014-04-02,0.057,3,AM,April
2014-10-10,0.138,2,AM,October
2014-06-26,0.403,2,AM,June
2014-04-28,0.1,9,AM,April
2014-10-23,0.206,10,AM,October
2014-03-04,0.314,3,PM,March
2014-10-24,0.315,11,AM,October
2014-08-28,0.299,12,AM,August
2014-05-28,1.555,7,PM,May
2014-02-22,0.655,12,PM,February
2014-01-14,0.328,4,AM,January
2014-10-25,0.535,9,AM,October
2014-06-19,0.972,9,PM,June
2014-12-10,0.638,12,PM,December
2014-01-01,0.8,12,PM,January
2014-10-12,0.189,5,AM,October
2014-03-11,0.304,10,AM,March
2014-03-29,0.749,4,PM,March
2014-07-09,0.485,1,AM,July
2014-06-08,1.717,4,PM,June
2014-09-23,0.294,2,PM,September
2014-03-13,0.257,12,AM,March
2014-05-29,0.355,3,PM,May
2014-02-06,1.274,7,AM,February
2014-07-25,2.678,6,AM,July
2014-02-26,0.295,9,AM,February
2014-10-27,0.199,2,PM,October
2014-06-11,0.432,4,AM,June
2014-12-09,0.24,4,AM,December
2014-04-18,0.097,9,AM,April
2014-07-31,1.392,10,PM,July
2014-03-11,0.368,11,AM,March
2014-02-15,1.555,7,AM,February
2014-12-17,1.254,6,AM,December
2014-07-02,0.49,2,AM,July
2014-07-11,1.068,11,AM,July
2014-12-30,1.559,5,PM,December
2014-04-27,0.148,9,PM,April
2014-11-09,0.286,11,AM,November
2014-03-29,1.685,8,PM,March
2014-10-23,0.303,11,AM,October
2014-06-09,0.662,2,PM,June
2014-07-19,2.17,12,AM,July
2014-12-15,1.881,7,PM,December
2014-12-21,0.96,3,PM,December
2014-07-30,1.944,7,AM,July
2014-03-03,1.098,6,PM,March
2014-09-23,0.227,8,AM,September
2014-07-07,0.514,1,AM,July
2014-08-20,2.016,6,PM,August
2014-07-22,1.428,11,AM,July
2014-08-02,0.4,5,AM,August
2014-09-27,0.991,7,AM,September
2014-11-01,0.418,2,PM,November
2014-06-21,1.685,4,PM,June
2014-01-08,2.548,6,PM,January
2014-01-23,0.648,1,PM,January
2014-11-15,0.297,10,AM,November
2014-08-31,0.662,12,PM,August
2014-11-23,0.324,9,AM,November
2014-09-03,0.316,2,PM,September
2014-06-30,0.36,1,AM,June
2014-05-29,0.278,12,AM,May
2014-11-18,0.198,2,PM,November
2014-01-24,0.824,2,PM,January
2014-11-30,0.119,1,AM,November
2014-01-05,1.2,10,PM,January
2014-12-20,0.3,5,AM,December
2014-01-31,0.388,4,AM,January
2014-06-18,0.749,4,PM,June
2014-07-02,0.634,9,AM,July
2014-06-22,1.238,2,PM,June
2014-05-30,1.101,8,PM,May
2014-03-01,0.792,4,PM,March
2014-12-04,0.502,1,PM,December
2014-02-23,0.95,2,PM,February
2014-02-01,2.052,6,PM,February
2014-07-02,4.416,8,PM,July
2014-05-21,0.828,7,AM,May
2014-09-10,1.344,8,PM,September
2014-03-21,0.317,3,PM,March
2014-10-12,0.288,11,PM,October
2014-07-30,1.133,3,PM,July
2014-09-19,0.378,12,PM,September
2014-12-16,0.396,9,AM,December
2014-10-02,1.085,8,PM,October
2014-09-14,0.365,10,AM,September
2014-08-25,1.148,5,AM,August
2014-01-30,2.856,6,AM,January
2014-02-21,0.466,9,PM,February
2014-01-10,2.142,7,AM,January
2014-12-05,1.21,11,PM,December
2014-09-09,0.991,6,AM,September
2014-03-14,1.322,6,PM,March
2014-04-26,0.252,6,AM,April
2014-09-27,0.577,12,AM,September
2014-08-22,0.618,12,PM,August
2014-01-09,0.36,1,AM,January
2014-03-07,0.15,2,AM,March
2014-06-07,1.831,9,AM,June
2014-06-09,0.31,4,AM,June
2014-09-04,1.058,6,PM,September
2014-01-04,3.492,8,PM,January
2014-06-05,2.293,5,PM,June
2014-03-30,1.282,7,PM,March
2014-06-06,0.502,12,AM,June
2014-12-20,0.307,3,AM,December
2014-05-28,0.946,5,PM,May
2014-07-01,3.091,6,PM,July
2014-09-11,1.083,5,PM,September
2014-10-12,0.572,4,PM,October
2014-03-29,0.509,1,PM,March
2014-03-17,0.358,8,AM,March
2014-11-23,0.147,3,AM,November
2014-07-20,1.224,10,AM,July
2014-07-06,1.382,10,AM,July
2014-06-22,0.632,5,AM,June
2014-02-08,1.116,11,PM,February
2014-09-16,0.773,6,AM,September
2014-06-09,0.556,12,AM,June
2014-03-20,1.512,7,PM,March
2014-11-04,0.162,3,PM,November
2014-06-22,2.592,7,PM,June
2014-07-26,1.771,5,PM,July
2014-03-10,0.189,3,AM,March
2014-06-04,2.938,8,PM,June
2014-12-25,0.523,11,PM,December
2014-06-01,0.95,9,PM,June
2014-10-03,0.271,1,PM,October
2014-10-24,0.197,1,PM,October
2014-08-15,1.445,6,PM,August
2014-12-30,1.125,5,AM,December
2014-11-17,0.189,4,PM,November
2014-07-16,1.428,11,AM,July
2014-09-24,0.161,3,AM,September
2014-04-10,0.158,11,AM,April
2014-08-26,0.547,8,AM,August
2014-09-09,0.326,12,PM,September
2014-07-15,3.73,6,PM,July
2014-08-31,0.864,2,PM,August
2014-09-16,0.157,4,AM,September
2014-08-05,0.47,3,PM,August
2014-08-30,2.311,6,PM,August
2014-10-03,0.11,1,AM,October
2014-09-07,0.185,5,AM,September
2014-10-29,0.605,7,AM,October
2014-03-04,0.286,9,AM,March
2014-03-18,0.364,12,PM,March
2014-06-02,0.828,3,PM,June
2014-06-14,1.409,3,PM,June
2014-06-24,1.895,7,AM,June
2014-12-01,0.191,4,AM,December
2014-10-08,0.335,9,PM,October
2014-09-29,1.187,8,PM,September
2014-09-06,0.416,11,AM,September
2014-11-06,0.103,1,AM,November
2014-07-28,0.979,1,PM,July
2014-06-20,1.636,7,AM,June
2014-01-27,0.656,10,AM,January
2014-02-05,0.571,4,PM,February
2014-01-27,0.57,9,AM,January
2014-08-04,1.386,5,AM,August
2014-09-12,0.731,7,AM,September
2014-11-12,0.131,12,AM,November
2014-12-26,1.119,7,AM,December
2014-01-26,1.584,5,PM,January
2014-08-15,2.246,7,PM,August
2014-12-05,0.801,10,PM,December
2014-03-02,0.192,2,AM,March
2014-09-02,0.294,2,PM,September
2014-05-06,0.144,3,AM,May
2014-05-20,0.836,5,AM,May
2014-07-30,0.912,4,PM,July
2014-09-13,0.288,9,PM,September
2014-11-17,0.207,12,PM,November
2014-02-27,0.306,9,AM,February
2014-05-31,0.528,1,PM,May
2014-08-04,0.398,10,AM,August
2014-04-06,0.108,2,AM,April
2014-04-05,0.077,5,AM,April
2014-05-25,0.768,7,AM,May
2014-06-17,0.364,2,AM,June
2014-01-03,0.888,4,PM,January
2014-11-19,0.437,6,AM,November
2014-08-04,1.123,7,AM,August
2014-10-11,0.346,1,PM,October
2014-11-06,0.203,12,PM,November
2014-08-06,2.009,7,PM,August
2014-03-18,0.163,2,AM,March
2014-10-21,0.328,9,PM,October
2014-09-21,0.662,4,PM,September
2014-01-01,0.872,2,PM,January
2014-01-09,2.408,6,PM,January
2014-03-03,0.162,1,AM,March
2014-10-16,0.262,4,PM,October
2014-05-27,0.88,5,AM,May
2014-12-17,0.638,11,PM,December
2014-02-11,0.389,9,AM,February
2014-09-23,0.706,7,AM,September
2014-07-21,2.534,5,AM,July
2014-02-08,0.792,12,PM,February
2014-05-21,0.33,1,PM,May
2014-11-19,0.401,7,AM,November
2014-04-01,0.143,2,PM,April
2014-10-17,0.578,7,AM,October
2014-12-06,0.66,12,PM,December
2014-08-15,1.267,6,AM,August
2014-11-10,0.254,10,PM,November
2014-10-17,0.104,4,AM,October
2014-12-03,0.633,11,AM,December
2014-05-27,0.362,2,PM,May
2014-08-29,0.194,4,AM,August
2014-06-10,1.058,9,PM,June
2014-06-20,1.94,5,AM,June
2014-10-24,0.823,6,PM,October
2014-09-02,0.206,9,AM,September
2014-06-16,0.774,11,AM,June
2014-03-05,0.374,1,PM,March
2014-05-24,1.31,6,PM,May
2014-12-23,0.931,7,AM,December
2014-11-07,0.544,5,PM,November
2014-11-03,0.146,10,AM,November
2014-09-28,0.168,2,AM,September
2014-08-10,0.328,3,AM,August
2014-04-15,0.425,5,PM,April
2014-11-23,0.254,1,PM,November
2014-09-29,0.204,12,AM,September
2014-11-19,0.122,12,AM,November
2014-11-04,0.662,6,PM,November
2014-09-10,0.328,1,PM,September
2014-02-01,1.231,9,AM,February
2014-11-06,0.086,2,AM,November
2014-04-24,0.098,3,PM,April
2014-10-24,0.134,4,AM,October
2014-12-30,2.138,7,PM,December
2014-11-26,0.198,11,PM,November
2014-10-09,0.727,6,AM,October
2014-01-27,1.98,5,AM,January
2014-06-05,1.96,5,AM,June
2014-02-20,0.461,4,PM,February
2014-06-19,2.268,6,AM,June
2014-07-29,0.509,2,AM,July
2014-06-17,0.389,1,AM,June
2014-11-08,0.273,10,AM,November
2014-05-11,0.736,2,PM,May
2014-10-15,0.218,3,PM,October
2014-06-26,0.47,12,AM,June
2014-05-27,0.356,11,PM,May
2014-10-03,0.25,8,AM,October
2014-04-23,0.05,2,AM,April
2014-08-14,0.202,1,AM,August
2014-07-04,0.922,3,PM,July
2014-12-03,1.918,8,PM,December
2014-01-10,0.91,11,AM,January
2014-05-05,0.706,7,AM,May
2014-06-08,1.015,11,AM,June
2014-10-24,0.881,5,PM,October
2014-09-29,0.298,10,PM,September
2014-08-13,1.92,8,PM,August
2014-02-10,0.566,2,PM,February
2014-06-06,2.527,5,PM,June
2014-01-20,0.808,4,PM,January
2014-04-13,0.087,1,AM,April
2014-08-23,0.961,5,PM,August
2014-08-28,0.648,11,AM,August
2014-08-31,1.253,9,AM,August
2014-05-25,0.857,4,PM,May
2014-08-10,0.768,2,PM,August
2014-12-09,0.451,10,PM,December
2014-10-13,0.24,1,PM,October
2014-11-02,0.397,5,PM,November
2014-10-27,0.226,10,AM,October
2014-11-17,0.857,8,PM,November
2014-05-31,0.67,5,PM,May
2014-09-24,1.064,8,PM,September
2014-03-18,0.376,11,PM,March
2014-05-12,0.189,4,AM,May
2014-07-17,1.987,7,AM,July
2014-08-24,0.313,2,AM,August
2014-05-01,0.422,9,PM,May
2014-06-20,0.747,11,AM,June
2014-03-03,0.371,8,AM,March
2014-08-28,0.221,3,AM,August
2014-07-24,1.142,4,PM,July
2014-10-27,0.136,4,AM,October
2014-02-23,0.41,5,AM,February
2014-06-18,0.59,8,AM,June
2014-11-18,0.184,1,PM,November
2014-09-18,0.354,11,PM,September
2014-09-26,0.153,2,AM,September
2014-03-04,0.301,2,PM,March
2014-01-20,3.052,6,PM,January
2014-03-23,0.77,4,PM,March
2014-02-07,0.54,11,AM,February
2014-05-21,1.102,5,PM,May
2014-11-07,0.393,7,AM,November
2014-03-21,0.266,2,PM,March
2014-02-14,0.523,3,PM,February
2014-04-21,0.102,4,PM,April
2014-04-08,0.052,4,AM,April
2014-03-31,0.262,2,PM,March
2014-10-12,0.346,10,AM,October
2014-09-05,0.319,2,PM,September
2014-04-13,0.321,4,PM,April
2014-02-02,0.835,12,AM,February
2014-11-28,0.545,6,AM,November
2014-06-11,0.331,3,AM,June
2014-04-21,0.122,11,PM,April
2014-07-15,0.785,12,AM,July
2014-11-11,0.248,12,PM,November
2014-07-18,0.432,3,AM,July
2014-08-03,0.618,11,PM,August
2014-09-17,0.113,3,AM,September
2014-09-20,0.248,5,AM,September
2014-08-17,0.288,4,AM,August
2014-05-11,0.228,4,AM,May
2014-10-31,0.742,6,AM,October
2014-11-07,0.187,2,PM,November
2014-09-04,0.168,12,AM,September
2014-08-12,0.546,12,PM,August
2014-01-07,0.672,10,AM,January
2014-10-05,0.437,12,AM,October
2014-09-11,0.112,1,AM,September
2014-09-17,0.781,6,AM,September
2014-04-21,0.136,3,PM,April
2014-04-05,0.086,1,AM,April
2014-07-05,4.406,7,PM,July
2014-09-15,0.221,9,AM,September
2014-06-09,1.944,6,AM,June
2014-12-17,0.524,4,PM,December
2014-05-02,0.168,3,AM,May
2014-06-19,0.821,8,AM,June
2014-10-03,0.131,3,AM,October
2014-07-14,3.456,8,PM,July
2014-04-19,0.497,8,PM,April
2014-06-02,2.333,8,PM,June
2014-04-05,0.105,4,AM,April
2014-04-24,0.098,10,AM,April
2014-02-12,0.257,2,AM,February
2014-04-09,0.132,8,AM,April
2014-03-06,0.146,3,AM,March
2014-11-16,0.462,3,PM,November
2014-09-02,0.949,6,AM,September
2014-08-16,1.31,8,AM,August
2014-07-10,0.797,4,PM,July
2014-03-01,0.398,12,PM,March
2014-10-31,0.242,3,PM,October
2014-03-31,0.364,10,PM,March
2014-02-08,1.112,9,AM,February
2014-04-04,0.095,9,AM,April
2014-03-04,1.253,7,PM,March
2014-11-12,0.189,1,PM,November
2014-10-02,0.281,4,PM,October
2014-02-20,0.499,3,PM,February
2014-01-30,0.85,11,PM,January
2014-08-01,1.805,8,PM,August
2014-12-14,0.581,10,AM,December
2014-06-05,0.626,8,AM,June
2014-01-16,0.816,3,PM,January
2014-01-05,1.692,9,AM,January
2014-02-20,0.486,10,PM,February
2014-06-04,0.835,1,PM,June
2014-10-24,0.202,10,AM,October
2014-11-11,0.198,2,PM,November
2014-01-20,0.872,1,PM,January
2014-11-22,0.454,4,PM,November
2014-11-22,0.891,8,PM,November
2014-04-01,0.355,5,PM,April
2014-07-10,0.768,3,PM,July
2014-06-13,1.701,7,AM,June
2014-01-01,1.404,9,PM,January
2014-09-08,0.16,2,AM,September
2014-04-25,0.29,5,AM,April
2014-01-20,0.776,10,AM,January
2014-04-02,0.126,10,AM,April
2014-02-08,1.728,7,PM,February
2014-01-21,0.808,1,PM,January
2014-06-09,0.576,4,PM,June
2014-10-25,0.238,9,PM,October
2014-12-01,0.327,12,AM,December
2014-08-08,1.646,6,PM,August
2014-09-25,0.406,10,PM,September
2014-12-13,0.733,11,AM,December
2014-06-11,0.783,11,PM,June
2014-09-30,0.146,4,AM,September
2014-08-24,2.419,6,PM,August
2014-07-15,1.32,11,AM,July
2014-05-29,0.163,1,AM,May
2014-09-27,0.244,9,PM,September
2014-07-02,1.469,9,PM,July
2014-03-31,0.722,5,AM,March
2014-05-29,0.157,3,AM,May
2014-02-05,0.247,2,AM,February
2014-11-23,0.515,8,AM,November
2014-10-11,0.502,5,PM,October
2014-09-27,0.65,2,PM,September
2014-07-27,0.821,2,AM,July
2014-03-27,0.307,1,PM,March
2014-09-16,0.246,8,AM,September
2014-06-06,1.08,11,AM,June
2014-12-23,0.446,11,PM,December
2014-04-11,0.514,8,PM,April
2014-02-27,0.432,3,PM,February
2014-02-04,1.462,6,PM,February
2014-05-25,0.684,3,PM,May
2014-06-08,2.009,7,AM,June
2014-02-07,2.225,7,PM,February
2014-05-24,0.799,4,PM,May
2014-11-22,0.948,7,PM,November
2014-12-07,1.099,4,PM,December
2014-09-17,0.322,8,AM,September
2014-10-04,0.378,10,AM,October
2014-09-30,0.16,2,AM,September
2014-12-22,0.449,4,PM,December
2014-02-09,2.138,6,PM,February
2014-09-14,0.764,7,AM,September
2014-02-27,0.427,2,PM,February
2014-06-16,1.026,12,PM,June
2014-07-29,0.727,9,AM,July
2014-07-28,0.787,3,PM,July
2014-10-25,0.529,5,PM,October
2014-11-02,0.342,12,AM,November
2014-09-28,0.246,4,AM,September
2014-03-21,0.97,6,AM,March
2014-09-06,0.543,2,PM,September
2014-02-25,0.528,11,PM,February
2014-08-06,0.346,12,AM,August
2014-06-24,1.872,5,PM,June
2014-06-10,1.008,11,PM,June
2014-07-12,0.706,2,AM,July
2014-01-20,1.104,9,PM,January
2014-11-03,0.202,4,PM,November
2014-12-03,1.188,6,AM,December
2014-04-03,0.37,6,PM,April
2014-05-15,0.384,11,PM,May
2014-03-06,0.285,8,AM,March
2014-05-23,0.168,2,AM,May
2014-06-14,0.896,12,PM,June
2014-11-18,0.474,5,PM,November
2014-01-04,0.84,9,PM,January
2014-12-24,1.307,5,AM,December
2014-01-30,0.696,3,PM,January
2014-09-03,0.193,9,AM,September
2014-08-20,0.389,9,AM,August
2014-04-01,0.131,11,PM,April
2014-08-18,0.266,3,AM,August
2014-04-01,0.098,10,AM,April
2014-11-25,0.214,2,PM,November
2014-05-31,0.605,3,PM,May
2014-11-02,0.157,4,AM,November
2014-01-25,0.912,10,PM,January
2014-10-29,0.309,10,PM,October
2014-09-17,0.225,12,AM,September
2014-02-18,1.333,5,AM,February
2014-03-16,0.504,11,AM,March
2014-01-26,0.576,3,AM,January
2014-10-15,0.245,2,PM,October
2014-09-26,1.277,8,PM,September
2014-05-21,0.136,2,AM,May
2014-02-12,0.533,1,PM,February
2014-09-30,0.728,5,PM,September
2014-03-07,0.152,3,AM,March
2014-09-28,0.599,6,AM,September
2014-02-13,1.598,6,AM,February
2014-04-02,0.378,5,PM,April
2014-01-11,0.864,9,PM,January
2014-10-07,0.4,9,PM,October
2014-01-03,0.472,3,AM,January
2014-12-12,0.231,2,AM,December
2014-12-22,0.512,11,PM,December
2014-03-26,0.344,11,AM,March
2014-08-06,0.378,9,AM,August
2014-02-06,0.66,11,PM,February
2014-05-03,0.57,6,AM,May
2014-06-16,2.167,6,PM,June
2014-01-24,2.0,11,PM,January
2014-09-25,0.833,6,PM,September
2014-08-05,0.57,11,PM,August
2014-05-05,0.141,3,AM,May
2014-09-18,0.326,12,PM,September
2014-05-16,1.064,6,PM,May
2014-08-22,1.254,5,AM,August
2014-09-05,0.242,9,AM,September
2014-06-25,0.641,2,PM,June
2014-05-14,0.49,9,PM,May
2014-06-18,0.835,1,PM,June
2014-06-26,0.756,10,PM,June
2014-09-12,1.008,8,PM,September
2014-09-16,0.165,3,AM,September
2014-06-22,1.361,5,PM,June
2014-01-13,0.656,4,PM,January
2014-09-05,0.28,3,PM,September
2014-06-24,0.475,9,AM,June
2014-11-08,0.324,5,PM,November
2014-04-22,0.173,9,PM,April
2014-11-30,0.382,12,AM,November
2014-04-30,0.374,6,AM,April
2014-03-24,0.23,12,AM,March
2014-11-24,0.579,5,AM,November
2014-12-19,1.283,5,AM,December
2014-07-16,0.806,12,AM,July
2014-04-15,0.365,6,PM,April
2014-01-27,0.816,4,PM,January
2014-08-26,0.51,12,PM,August
2014-10-14,0.295,9,PM,October
2014-04-14,0.169,9,PM,April
2014-09-24,0.187,12,AM,September
2014-01-26,0.96,11,PM,January
2014-04-04,0.396,5,AM,April
2014-11-03,0.205,11,PM,November
2014-12-22,0.187,3,AM,December
2014-11-04,0.088,1,AM,November
2014-09-10,1.117,6,PM,September
2014-04-04,0.109,4,PM,April
2014-04-25,0.066,4,AM,April
2014-08-04,0.286,2,AM,August
2014-10-03,0.18,12,AM,October
2014-12-26,0.383,1,PM,December
2014-04-28,0.356,5,AM,April
2014-09-01,0.322,10,AM,September
2014-08-28,1.069,7,AM,August
2014-01-16,0.344,1,AM,January
2014-05-08,1.102,5,PM,May
2014-10-20,0.269,8,AM,October
2014-06-22,1.669,9,AM,June
2014-05-08,0.142,4,AM,May
2014-11-05,0.184,3,PM,November
2014-02-02,0.67,12,PM,February
2014-05-27,0.269,12,AM,May
2014-08-03,0.912,6,AM,August
2014-04-14,0.355,5,PM,April
2014-12-15,1.586,6,PM,December
2014-05-26,0.332,12,PM,May
2014-12-20,2.039,8,PM,December
2014-06-12,0.374,2,AM,June
2014-09-14,1.008,7,PM,September
2014-02-26,1.613,6,AM,February
2014-05-14,1.123,6,AM,May
2014-09-30,0.162,3,AM,September
2014-10-03,0.848,6,PM,October
2014-02-14,0.654,12,PM,February
2014-02-24,1.763,5,PM,February
2014-10-18,0.504,6,AM,October
2014-04-23,0.138,12,PM,April
2014-09-30,0.266,8,AM,September
2014-11-21,0.589,6,AM,November
2014-03-23,0.408,11,PM,March
2014-11-16,0.265,10,AM,November
2014-05-23,0.355,2,PM,May
2014-05-13,0.214,12,AM,May
2014-07-13,0.598,5,AM,July
2014-08-13,0.576,3,PM,August
2014-08-20,0.528,8,AM,August
2014-04-27,0.278,3,PM,April
2014-09-13,0.51,12,AM,September
2014-10-02,0.285,10,PM,October
2014-08-11,1.685,6,AM,August
2014-08-10,0.48,11,PM,August
2014-01-21,0.848,8,AM,January
2014-04-04,0.342,6,AM,April
2014-12-24,1.663,6,PM,December
2014-06-17,1.742,5,AM,June
2014-09-12,0.524,10,PM,September
2014-04-06,0.164,1,PM,April
2014-09-24,0.297,1,PM,September
2014-09-02,0.378,11,AM,September
2014-07-21,1.332,10,PM,July
2014-12-08,0.446,10,PM,December
2014-06-01,2.419,7,AM,June
2014-03-23,0.626,9,AM,March
2014-06-04,2.592,6,AM,June
2014-11-26,0.432,6,AM,November
2014-05-04,1.541,6,PM,May
2014-08-25,0.492,11,AM,August
2014-03-24,0.42,12,PM,March
2014-05-19,0.416,12,PM,May
2014-11-28,0.47,7,AM,November
2014-12-12,1.371,6,PM,December
2014-12-17,0.66,10,PM,December
2014-11-24,0.175,2,PM,November
2014-12-17,0.327,9,AM,December
2014-01-26,3.204,6,PM,January
2014-12-07,0.766,12,PM,December
2014-11-17,0.413,7,AM,November
2014-04-30,0.127,3,PM,April
2014-04-02,0.1,8,AM,April
2014-08-17,0.54,10,PM,August
2014-07-07,0.912,2,PM,July
2014-09-20,0.51,6,AM,September
2014-09-16,0.937,5,PM,September
2014-05-29,0.871,5,AM,May
2014-05-05,0.182,2,AM,May
2014-04-15,0.518,8,PM,April
2014-06-18,1.539,7,AM,June
2014-09-11,0.235,4,PM,September
2014-08-03,0.346,1,AM,August
2014-07-21,1.368,9,PM,July
2014-07-21,0.499,4,AM,July
2014-10-23,0.835,6,AM,October
2014-05-02,0.371,9,PM,May
2014-03-01,0.266,2,AM,March
2014-07-24,0.778,12,AM,July
2014-03-09,0.582,2,PM,March
2014-08-19,0.499,2,PM,August
2014-05-23,1.154,6,PM,May
2014-10-22,0.749,5,PM,October
2014-05-01,0.36,12,PM,May
2014-07-30,3.418,8,PM,July
2014-10-02,0.297,11,AM,October
2014-12-03,1.077,5,AM,December
2014-07-03,0.552,2,AM,July
2014-09-02,0.144,4,AM,September
2014-10-29,0.4,9,PM,October
2014-09-09,0.712,7,AM,September
2014-10-04,0.194,5,AM,October
2014-09-05,0.195,12,AM,September
2014-01-08,0.94,10,PM,January
2014-05-20,0.139,1,AM,May
2014-09-15,0.269,3,PM,September
2014-03-23,0.614,12,AM,March
2014-01-15,0.404,2,AM,January
2014-08-28,0.269,4,AM,August
2014-11-13,0.214,11,AM,November
2014-03-03,0.742,7,AM,March
2014-12-20,0.95,2,PM,December
2014-06-23,0.612,3,PM,June
2014-02-07,0.278,2,AM,February
2014-01-07,0.89,12,PM,January
2014-01-01,2.304,6,AM,January
2014-12-31,0.528,12,PM,December
2014-10-21,0.104,4,AM,October
2014-12-05,0.257,1,AM,December
2014-08-20,0.378,12,AM,August
2014-11-04,0.162,9,AM,November
2014-07-19,3.931,7,PM,July
2014-06-03,2.074,6,AM,June
2014-05-02,0.192,2,AM,May
2014-10-28,0.12,4,AM,October
2014-10-10,1.102,7,PM,October
2014-04-27,0.147,10,PM,April
2014-08-19,0.564,11,PM,August
2014-06-26,2.527,6,AM,June
2014-01-28,0.872,4,PM,January
2014-02-01,0.648,12,PM,February
2014-05-13,0.374,3,PM,May
